SRB,HASTC,SARA Group Joint Stock Company
SRC,HOSE,Sao Vang Rubber Joint Stock Company
SRF,HOSE,Seaprodex Refrigeration Industry Corporation
SSC,HOSE,Southern Seed Joint-stock Company
SSG,HASTC,Seagull Shipping Joint Stock Company
SSI,HOSE,SaiGon Securities Inc.
SSM,HASTC,Steel Structure Manufacture Joint Stock Company
SSS,HASTC,Song Da No 6.06 Joint Stock Company
ST8,HOSE,Sieu Thanh Joint Stock Company
STB,HOSE,SaiGon Thuong Tin Commercial Joint Stock Bank
STC,HASTC,Book and Educational Equipment Joint Stock Company.
STG,HOSE,South Logistics Joint Stock Company
STL,HASTC,Song Da - Thang Long Join Stock Company
STP,HASTC,Song Da Industry Trade joint stock company
SVC,HOSE,Sai Gon General Service Corporation
SVI,HASTC,Bien Hoa Packaging Company
SVS,HASTC,Viet Star Securities Corporation
SZL,HOSE,Sonadezi Long Thanh Joint Stock Company
TAC,HOSE,Tuong An Vegetable Oil Joint Stock Company
TAG,HASTC,Tran Anh Digital World Joint Stock Company
TAS,HASTC,Trang An Securities Joint Stock Company
TBC,HOSE,Thac Ba Hydropower Joint-Stock Company
TBX,HASTC,Thai Binh Cement Joint Stock Company
TC6,HASTC,Vinacomin - Coc Sau Coal Joint Stock Company
TCL,HOSE,Tan Cang Logistics And Stevedoring Joint Stock Company
TCM,HOSE,Thanh Cong Textile Garment Investment Trading Joint Stock Company
TCR,HOSE,"TAICERA Enterprise Co., Ltd."
TCS,HASTC,Vinacomin - Cao Son Coal Joint Stock Company
TCT,HASTC,Tay Ninh Cable Car Tour Company
TDC,HOSE,BinhDuong Trade And Development Joint Stock Company
TDH,HOSE,Thu Duc Housing Development Corporation
TDN,HASTC,Vinacomin-DeoNai Coal Joint Stock Company
TDW,HOSE,Thu Duc Water Supply Joint Stock Company
TET,HASTC,Northern Textiles And Garments Joint Stock Company
TH1,HASTC,The Vietnam National General Export - Import Joint Stock Company No.1
THB,HASTC,Thanh Hoa Beer Joint Stock Company
THT,HASTC,Vinacomin - Ha Tu Coal Joint Stock Company
THV,HASTC,Thai Hoa Viet Nam Group Joint Stock Company
TIC,HOSE,Tay Nguyen Electricity Investment Joint Stock Company
TIE,HOSE,Telecommunications Industry Electronics Joint Stock Company
TIG,HASTC,Thang Long Investment Group Joint Stock Company
TIX,HOSE,Tan Binh Import - Export Joint Stock Corporation
TJC,HASTC,Transporation And Trading Services Joint Stock Company
TKC,HASTC,Tanky Construction Real Estate Trading Corporation
TKU,HASTC,Tung Kuang Industrial Joint Stock Company
TLC,HASTC,Thang Long Telecommunications Joint Stock Company
TLG,HOSE,Thien Long Group Corporation
TLH,HOSE,Tienlen Steel Corporation Joint Stock Company
TLT,HASTC,Viglacera Thanglong Tiles JSC
TMC,HASTC,Thu Duc Trading and Import Export JSC
TMP,HOSE,Thac Mo Hydro Power Joint Stock Company
TMS,HOSE,Transforwarding Warehousing Joint Stock Corporation
TMT,HOSE,TMT Automobile Joint Stock Company
TMX,HASTC,Cement Trading Joint Stock Company
TNA,HOSE,Thien Nam Trading & Import-Export Corporation
TNC,HOSE,Thong Nhat Rubber Joint Stock Company
TNG,HASTC,TNG Investment And Trading Joint Stock Company
TNT,HOSE,Tai Nguyen Corporation
TPC,HOSE,Tan Dai Hung Plastic Joint Stock Company
TPH,HASTC,Ha Noi Textbooks Printing Joint - Stock Company
TPP,HASTC,TanPhu Plastic Joint Stock Copany
TRA,HOSE,Traphaco Joint Stock Company
TRC,HOSE,Tay Ninh Rubber Joint Stock Company
TRI,HOSE,Sai Gon Beverages Joint Stock Company
TS4,HOSE,Seafood Joint Stock Company No 4
TSB,HASTC,Tiasang Battery Joint stock compayny
TSC,HOSE,Techno – Agricultural Supplying Joint Stock Company
TSM,HASTC,Tien Son Cement Joint Stock Company
TST,HASTC,Telecommunication Technical Service Joint Stock Company
TTC,HASTC,Thanh Thanh Joint Stock Company
TTF,HOSE,Truong Thanh Furniture Corporation
TTP,HOSE,Tan Tien Plastic Packaging Joint Stock Company
TV1,HOSE,Power Engineering Consulting Joint Stock Company 1
TV2,HASTC,Power Engineering Consulting Joint Stock Stock Company 2
TV3,HASTC,Power Engineering Consulting Joint Stock Company
TV4,HASTC,Power Engineering Consulting Joint Stock Company 4
TVD,HASTC,Vang Danh Coal Joint Stock Company
TXM,HASTC,Gypsum and Cement Joint Stock Company
TYA,HOSE,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company
UDC,HOSE,Urban Development and Construction Corporation
UIC,HOSE,IDICO Urban and House Development Joint Stock Company
UNI,HASTC,Vien Lien Joint Stock Company
V11,HASTC,Viet Nam Construction Joint Stock Company No11
V12,HASTC,Construction Joint Stock Company No 12
V15,HASTC,Vinaconex 15 Joint Stock Company
V21,HASTC,Vietnam Construction Joint Stock Company No 21
VAT,HASTC,Van Xuan Telecom Joint Stock Company
VBC,HASTC,Vinh Plastic And Bags Joint Stock Company
VBH,HASTC,Viettronics Binh Hoa Joint Stock Company
VC1,HASTC,Construction Joint Stock Company No 1
VC2,HASTC,Viet Nam Construction Joint Stock Company NO2
VC3,HASTC,Construction Joint Stock Company No 3
VC5,HASTC,Construction Joint Stock Company - Number 5
VC6,HASTC,Vinaconex 6 Joint Stock Company
VC7,HASTC,No7 Vietnam Construction Joint Stock Company
VC9,HASTC,Construction Joint Stock Company No 9
VCB,HOSE,Joint Stock Commercial Bank For Foreign Trade Of Vietnam
VCC,HASTC,Vinaconex 25 Joint Stock Company
VCF,HOSE,Vinacafé Bien Hoa Joint Stock Company
VCG,HASTC,Vietnam Construction and Import - Export Joint Stock Corporation
VCH,HASTC,Vinaconex Infrastructure Development And Investment Joint Stock Company
VCM,HASTC,Vinaconex Trading And Manpower Joint Stock Company
VCR,HASTC,Vinaconex Investment And Tourism Development Joint Stock Company
VCS,HASTC,Vinaconex Advanced Compound Stone Joint stock Company
VCV,HASTC,Vinaconex Trasportation Joint Stock Company
VDL,HASTC,LamDong Foodstuffs Joint Stock Company
VDS,HASTC,Viet Dragon Securities Corporation
VE1,HASTC,VNECO1 Electricity Construction Joint Stock Company
VE2,HASTC,VNECO2 Electricity Construction Joint – Stock Company
VE3,HASTC,VNECO 3 Electricity Construction Joint Stock Company
VE9,HASTC,VNECO 9 Electricity Construction Joint Stock Company
VES,HOSE,Meca Vneco Investment And Electricity Construction Joint Stock Company
VFC,HOSE,Vinafco Joint Stock Corporation
VFG,HOSE,Vietnam Fumigation Joint Stock Company
VFMVF1,HOSE,Vietnam Securities Investment Fund
VFMVF4,HOSE,Vietnam Blue-chips Fund
VFMVFA,HOSE,Vietnam Active Fund
VFR,HASTC,Transport and Chartering Corporation
VGP,HASTC,The Vegetexco Port Joint Stock Company
VGS,HASTC,Vietnam Germany Steel Pipe Joint Stock Company
VHC,HOSE,Vinh Hoan Corporation
VHG,HOSE,Viet - Han Corporation
VHH,HASTC,Viwaseen – Hue Investment And Contruction Joint-Stock Company
VHL,HASTC,Viglacera Ha Long Joint Stock Company
VIC,HOSE,VINCOM Joint Stock Company
VID,HOSE,Vien Dong Investment Development Trading Corporation
VIG,HASTC,Vietnam Industrial And Commercial Securities Corporation
VIP,HOSE,Viet Nam Petroleum Transport Joint Stock Company
VIS,HOSE,Vietnam - Itaty Steel JSC
VIT,HASTC,Viglacera Tien Son Joint Stock Company
VIX,HASTC,VINCOM Securities Joint Stock Company
VKC,HASTC,Vinh Khanh Cable Plastic Corporation
VKP,HOSE,VIKY Plastic Joint Stock Company
VLA,HASTC,Van Lang Technology Development and Investment Joint Stock Company
VLF,HOSE,Vinh Long Cereal And Food Import Export Joint Stock Company
VMC,HASTC,Vimeco Joint Stock Company
VMD,HOSE,Vimedimex Medi-Pharma Joint Stock Company
VMG,HASTC,Vung Tau Petrolium Trading and Service Joint Stock Company
VNA,HOSE,VINASHIP Joint Stock Company
VNC,HASTC,The Vietnam Superintendence and Inspection JSC
VND,HASTC,VNDIRECT Securities Corporation
VNE,HOSE,Vietnam Electricity Construction Joint-stock Corporation
VNF,HASTC,Vinafreight International Freight Forwarders Joint Stock Company
VNG,HOSE,Vietnam Golf Tourism Joint Stock Company
VNH,HOSE,Viet Nhat Seafood Corporation
VNI,HOSE,Viet Nam Land Investment Corporation
VNL,HOSE,Vinalink International Freight Forwarders
VNM,HOSE,Vietnam Dairy Products Joint Stock Company
VNR,HASTC,Vietnam National Reinsurance Cooporation
VNS,HOSE,Vietnam Sun Corporation
VNT,HASTC,The Foreign Trade Forwarding and Transportation Joint Stock Company
VOS,HOSE,Viet Nam Ocean Shipping Joint Stock Company
VPH,HOSE,Van Phat Hung Corporation.
VPK,HOSE,Vegetable Oil Packing JSC
VPL,HOSE,Vinpearlland Joint Stock Company
VRC,HOSE,Vung Tau Real Estate and Construction Joint Stock Company
VSC,HOSE,Viet Nam Container Shipping Joint Stock Company
VSG,HOSE,South Vietnam Container Shipping Joint Stock Company.
VSH,HOSE,Vinh Son - Song Hinh Hydropower Joint Stock Company
VSI,HOSE,Water Supply Sewerage Construction And Investment Joint Stock Company
VSP,HASTC,Viet Hai Shipping And Real Properties Corporation
VST,HOSE,Viet Nam Sea Transport and Chartering Joint Stock Company
VTA,HASTC,Vitaly Joint Stock Company
VTB,HOSE,Viettronics TanBinh Joint Stock Company
VTC,HASTC,VTC Telecommunications Joint Stock Company
VTF,HOSE,Viet Thang Aquafeed
VTL,HASTC,Thanglong Joint-Stock Company
VTO,HOSE,Vietnam Tanker Joint Stock Company
VTS,HASTC,Viglacera Tu Son Ceramic Joint Stock Company
VTV,HASTC,Cement Materials and Transportation JSC
VXB,HASTC,
WCS,HASTC,West Coach Station Joint Stock Company
WSS,HASTC,Wall Street Securities Company
XMC,HASTC,Vinaconex Xuan Mai Concrete And Construction Joint Stock Company
YBC,HASTC,YenBai Cement and Minerals Joint Stock Company
YSC,HASTC,Yen Son Joint Stock Company
